order_id,store_id,customer_id,order_datetime,status
581,5,85,2026-04-27 16:30:00,Delivered
582,3,16,2026-03-19 19:40:00,Delivered
583,2,130,2026-03-15 15:00:00,Delivered
584,5,45,2026-01-04 19:00:00,Delivered
585,2,125,2026-03-08 20:50:00,Delivered
586,4,106,2026-02-07 17:10:00,Processing
587,3,30,2026-03-30 08:50:00,Delivered
588,2,98,2026-05-02 19:40:00,Cancelled
589,5,11,2026-04-08 18:20:00,Delivered
590,3,150,2026-03-10 20:00:00,Delivered
591,1,3,2026-02-16 13:40:00,Delivered
592,4,90,2026-05-15 09:50:00,Delivered
593,2,32,2026-01-15 17:50:00,Cancelled
594,6,145,2026-02-03 14:50:00,Delivered
595,1,117,2026-03-17 15:50:00,Delivered
596,3,68,2026-04-10 13:00:00,Delivered
597,4,56,2026-01-28 10:40:00,Delivered
598,1,19,2026-03-08 09:00:00,Delivered
599,6,100,2026-01-01 22:00:00,Delivered
600,4,112,2026-05-12 19:30:00,Delivered
601,4,32,2026-01-01 14:50:00,Delivered
602,5,88,2026-06-15 09:20:00,Delivered
603,4,28,2026-02-18 12:50:00,Delivered
604,1,62,2026-02-05 08:10:00,Delivered
605,3,11,2026-01-10 13:00:00,Delivered
606,6,138,2026-06-20 16:30:00,Delivered
607,4,12,2026-05-06 18:00:00,Delivered
608,4,44,2026-03-20 21:00:00,Delivered
609,2,17,2026-05-08 17:40:00,Delivered
610,1,45,2026-03-24 21:10:00,Delivered
611,2,95,2026-02-06 20:30:00,Delivered
612,5,97,2026-02-04 09:50:00,Processing
613,6,73,2026-01-02 10:00:00,Delivered
614,1,47,2026-02-14 17:50:00,Cancelled
615,5,25,2026-03-02 11:00:00,Delivered
616,2,29,2026-02-23 12:00:00,Delivered
617,3,117,2026-02-23 14:20:00,Delivered
618,4,132,2026-02-15 10:00:00,Delivered
619,3,108,2026-04-24 17:40:00,Delivered
620,4,57,2026-04-16 21:10:00,Delivered
621,2,118,2026-02-15 14:20:00,Cancelled
622,6,146,2026-03-27 10:00:00,Delivered
623,5,41,2026-03-29 11:20:00,Delivered
624,4,56,2026-04-16 21:40:00,Delivered
625,5,39,2026-04-22 17:10:00,Delivered
626,5,9,2026-01-11 15:50:00,Delivered
627,3,76,2026-04-15 11:10:00,Delivered
628,6,118,2026-06-21 12:10:00,Delivered
629,4,48,2026-02-05 21:50:00,Delivered
630,6,139,2026-03-17 14:20:00,Delivered
631,3,14,2026-01-15 16:50:00,Delivered
632,5,53,2026-05-24 19:00:00,Delivered
633,2,58,2026-05-29 21:50:00,Delivered
634,4,125,2026-01-17 13:20:00,Delivered
635,3,116,2026-05-17 18:40:00,Delivered
636,3,20,2026-04-11 22:10:00,Delivered
637,5,6,2026-05-08 10:10:00,Delivered
638,2,17,2026-06-15 08:20:00,Delivered
639,6,84,2026-05-29 13:50:00,Delivered
640,1,38,2026-05-04 13:20:00,Delivered
641,6,40,2026-03-15 10:10:00,Delivered
642,3,48,2026-02-02 15:20:00,Delivered
643,4,139,2026-03-30 10:20:00,Delivered
644,6,140,2026-03-23 10:00:00,Delivered
645,6,114,2026-02-07 20:40:00,Delivered
646,1,79,2026-02-05 18:40:00,Delivered
647,5,57,2026-06-14 11:40:00,Processing
648,4,50,2026-06-21 09:40:00,Delivered
649,3,99,2026-02-07 19:30:00,Delivered
650,5,23,2026-03-31 12:30:00,Delivered
651,5,23,2026-02-05 21:40:00,Delivered
652,4,23,2026-01-17 22:40:00,Delivered
653,4,75,2026-02-05 11:10:00,Delivered
654,2,68,2026-01-07 20:00:00,Delivered
655,1,71,2026-06-15 11:00:00,Delivered
656,5,112,2026-04-03 17:30:00,Delivered
657,4,35,2026-01-15 10:20:00,Delivered
658,1,75,2026-06-12 22:20:00,Delivered
659,5,43,2026-06-10 10:00:00,Delivered
660,5,149,2026-06-26 13:00:00,Delivered
661,4,88,2026-04-06 20:30:00,Delivered
662,5,135,2026-05-09 11:10:00,Delivered
663,1,123,2026-01-20 09:10:00,Delivered
664,1,31,2026-02-14 19:20:00,Delivered
665,4,29,2026-02-23 10:00:00,Delivered
666,1,132,2026-01-11 11:00:00,Delivered
667,3,3,2026-03-06 08:00:00,Pending
668,2,90,2026-02-22 17:10:00,Delivered
669,3,42,2026-03-13 17:20:00,Delivered
670,5,56,2026-05-29 20:00:00,Cancelled
671,5,122,2026-01-26 22:10:00,Delivered
672,2,132,2026-04-01 14:30:00,Delivered
673,1,22,2026-03-15 16:50:00,Delivered
674,4,75,2026-04-24 11:40:00,Delivered
675,4,27,2026-02-15 08:50:00,Delivered
676,2,17,2026-06-01 09:50:00,Delivered
677,6,128,2026-02-01 11:30:00,Delivered
678,3,38,2026-04-14 15:40:00,Processing
679,4,7,2026-01-14 21:00:00,Delivered
680,4,120,2026-01-20 18:40:00,Delivered
681,1,111,2026-05-19 16:00:00,Delivered
682,2,126,2026-03-19 22:50:00,Delivered
683,6,142,2026-05-26 18:30:00,Cancelled
684,6,91,2026-06-01 14:40:00,Processing
685,5,7,2026-04-04 13:50:00,Pending
686,2,64,2026-03-31 08:50:00,Delivered
687,1,118,2026-01-06 16:20:00,Delivered
688,5,100,2026-01-06 13:30:00,Delivered
689,3,128,2026-06-26 18:10:00,Delivered
690,5,55,2026-05-08 18:00:00,Delivered
691,1,87,2026-01-24 19:40:00,Delivered
692,3,20,2026-05-02 14:10:00,Delivered
693,3,132,2026-02-21 14:30:00,Delivered
694,2,120,2026-02-17 17:30:00,Delivered
695,6,77,2026-03-03 10:50:00,Delivered
696,5,61,2026-02-11 12:50:00,Delivered
697,4,125,2026-03-04 20:20:00,Delivered
698,6,141,2026-03-08 20:20:00,Delivered
699,3,77,2026-01-15 21:00:00,Delivered
700,1,134,2026-05-27 19:40:00,Delivered
701,6,100,2026-03-26 21:40:00,Pending
702,4,105,2026-02-14 11:20:00,Delivered
703,3,140,2026-04-06 19:00:00,Delivered
704,5,9,2026-03-20 08:50:00,Pending
705,3,93,2026-03-06 16:30:00,Cancelled
706,4,66,2026-04-24 14:00:00,Delivered
707,4,82,2026-02-23 21:10:00,Processing
708,2,67,2026-04-19 22:00:00,Delivered
709,6,84,2026-06-04 19:40:00,Delivered
710,4,35,2026-06-14 10:50:00,Delivered
711,6,34,2026-03-05 16:50:00,Delivered
712,2,22,2026-03-25 20:20:00,Delivered
713,6,59,2026-05-23 18:40:00,Delivered
714,3,44,2026-03-08 10:00:00,Delivered
715,6,127,2026-05-15 14:30:00,Delivered
716,4,53,2026-05-07 14:10:00,Delivered
717,1,75,2026-02-16 14:10:00,Delivered
718,4,22,2026-05-30 18:50:00,Delivered
719,3,19,2026-04-19 19:40:00,Delivered
720,5,12,2026-03-02 15:20:00,Delivered
721,1,149,2026-04-05 10:40:00,Delivered
722,5,111,2026-01-23 13:50:00,Delivered
723,3,68,2026-04-03 22:30:00,Delivered
724,5,113,2026-05-06 20:10:00,Delivered
725,2,120,2026-01-10 15:20:00,Delivered
726,5,125,2026-04-24 13:50:00,Delivered
727,5,150,2026-05-11 21:20:00,Delivered
728,2,128,2026-02-16 14:00:00,Cancelled
729,1,101,2026-03-14 18:50:00,Delivered
730,6,123,2026-01-08 09:30:00,Delivered
731,6,146,2026-06-09 15:20:00,Delivered
732,5,98,2026-01-15 19:00:00,Delivered
733,3,40,2026-04-10 20:30:00,Delivered
734,3,132,2026-04-02 18:00:00,Delivered
735,5,48,2026-04-19 20:20:00,Delivered
736,4,135,2026-06-25 19:10:00,Delivered
737,3,39,2026-04-22 09:30:00,Delivered
738,5,28,2026-05-22 09:00:00,Delivered
739,5,5,2026-03-07 17:00:00,Delivered
740,6,116,2026-05-31 19:30:00,Delivered
741,1,112,2026-06-04 12:50:00,Delivered
742,6,123,2026-01-30 08:10:00,Delivered
743,4,78,2026-06-22 19:50:00,Delivered
744,1,54,2026-01-05 19:10:00,Delivered
745,3,119,2026-05-18 11:00:00,Delivered
746,4,150,2026-05-05 15:00:00,Delivered
747,6,111,2026-03-27 08:00:00,Delivered
748,5,125,2026-05-12 17:50:00,Delivered
749,5,17,2026-04-19 17:20:00,Delivered
750,6,50,2026-01-06 10:20:00,Delivered
751,6,120,2026-03-28 22:40:00,Delivered
752,5,54,2026-05-01 20:10:00,Delivered
753,2,126,2026-02-03 10:10:00,Delivered
754,2,45,2026-03-08 13:50:00,Delivered
755,2,31,2026-04-21 09:40:00,Delivered
756,3,39,2026-01-12 20:40:00,Cancelled
757,1,27,2026-04-28 21:00:00,Delivered
758,2,93,2026-02-12 18:00:00,Delivered
759,2,32,2026-06-15 13:20:00,Delivered
760,6,107,2026-01-22 12:20:00,Delivered
761,4,105,2026-02-05 20:30:00,Delivered
762,3,103,2026-01-18 09:20:00,Processing
763,2,148,2026-06-19 22:50:00,Delivered
764,1,72,2026-03-22 22:20:00,Delivered
765,6,114,2026-05-20 17:40:00,Cancelled
766,6,33,2026-05-18 13:30:00,Delivered
767,2,6,2026-03-29 20:50:00,Delivered
768,3,130,2026-01-16 21:20:00,Delivered
769,5,2,2026-02-01 15:20:00,Delivered
770,3,147,2026-03-01 13:20:00,Cancelled
771,5,50,2026-01-27 13:40:00,Processing
772,4,34,2026-01-21 09:00:00,Delivered
773,5,133,2026-05-15 14:40:00,Processing
774,2,130,2026-04-17 21:10:00,Delivered
775,5,95,2026-01-09 19:10:00,Delivered
776,3,76,2026-04-06 12:20:00,Delivered
777,3,73,2026-05-31 14:00:00,Delivered
778,4,124,2026-03-31 09:00:00,Delivered
779,5,118,2026-06-05 10:10:00,Pending
780,4,87,2026-04-15 14:10:00,Delivered
781,2,7,2026-03-13 18:00:00,Delivered
782,5,14,2026-02-19 17:40:00,Delivered
783,2,5,2026-06-18 22:40:00,Delivered
784,4,12,2026-05-17 17:20:00,Delivered
785,5,82,2026-02-16 14:00:00,Delivered
786,2,79,2026-02-16 12:00:00,Delivered
787,3,100,2026-01-07 19:00:00,Delivered
788,5,61,2026-01-14 11:10:00,Delivered
789,6,60,2026-05-04 08:30:00,Delivered
790,3,146,2026-06-16 20:10:00,Delivered
791,5,116,2026-03-04 16:30:00,Delivered
792,1,16,2026-03-16 18:10:00,Delivered
793,3,12,2026-02-24 17:40:00,Delivered
794,2,143,2026-04-12 19:00:00,Delivered
795,6,83,2026-04-26 12:10:00,Delivered
796,1,122,2026-06-27 10:50:00,Delivered
797,6,126,2026-04-16 16:50:00,Pending
798,5,92,2026-04-01 21:30:00,Delivered
799,2,6,2026-02-19 15:00:00,Pending
800,2,60,2026-03-19 20:50:00,Delivered
801,6,102,2026-02-23 08:10:00,Delivered
802,6,145,2026-06-18 19:40:00,Delivered
803,5,59,2026-01-17 10:20:00,Delivered
804,5,117,2026-06-07 12:50:00,Delivered
805,4,93,2026-06-24 16:30:00,Delivered
806,5,115,2026-03-13 22:30:00,Delivered
807,1,58,2026-03-27 09:40:00,Cancelled
808,4,111,2026-06-10 09:00:00,Delivered
809,5,61,2026-01-14 21:20:00,Delivered
810,1,33,2026-04-07 13:50:00,Delivered
811,3,98,2026-01-15 16:00:00,Delivered
812,6,3,2026-03-01 21:40:00,Delivered
813,5,50,2026-04-27 16:20:00,Delivered
814,5,33,2026-01-18 17:10:00,Delivered
815,1,16,2026-02-17 11:10:00,Delivered
816,2,38,2026-05-30 22:40:00,Delivered
817,2,15,2026-05-31 18:50:00,Delivered
818,2,18,2026-02-20 11:50:00,Delivered
819,3,149,2026-04-30 17:50:00,Delivered
820,4,57,2026-04-27 22:00:00,Delivered
821,3,97,2026-03-03 15:50:00,Delivered
822,2,150,2026-02-06 12:30:00,Pending
823,6,45,2026-02-26 22:20:00,Delivered
824,1,36,2026-03-09 22:00:00,Delivered
825,3,96,2026-03-20 15:10:00,Delivered
826,2,49,2026-01-17 09:10:00,Delivered
827,3,39,2026-05-31 11:40:00,Delivered
828,2,21,2026-05-11 17:30:00,Delivered
829,5,96,2026-04-10 20:50:00,Delivered
830,4,150,2026-05-02 12:40:00,Delivered
831,4,56,2026-02-21 15:10:00,Delivered
832,5,91,2026-01-22 12:30:00,Delivered
833,4,120,2026-06-09 13:30:00,Delivered
834,1,92,2026-03-01 12:50:00,Delivered
835,3,10,2026-01-26 09:00:00,Delivered
836,6,71,2026-03-06 12:50:00,Delivered
837,4,104,2026-03-14 21:20:00,Delivered
838,4,59,2026-05-12 20:10:00,Delivered
839,6,119,2026-05-22 20:30:00,Delivered
840,4,54,2026-04-20 20:50:00,Delivered
841,3,87,2026-01-03 15:50:00,Delivered
842,2,40,2026-05-26 20:00:00,Delivered
843,6,78,2026-03-26 17:30:00,Delivered
844,5,126,2026-01-09 21:50:00,Delivered
845,6,135,2026-02-22 11:20:00,Delivered
846,5,108,2026-02-10 09:10:00,Delivered
847,3,111,2026-02-03 21:10:00,Cancelled
848,2,2,2026-06-25 15:20:00,Delivered
849,1,24,2026-04-28 15:40:00,Delivered
850,4,99,2026-06-08 19:30:00,Delivered
851,3,138,2026-01-12 11:10:00,Delivered
852,1,95,2026-04-16 20:40:00,Delivered
853,3,54,2026-04-15 15:10:00,Delivered
854,6,119,2026-01-19 18:50:00,Delivered
855,6,119,2026-02-04 13:50:00,Delivered
856,2,5,2026-03-13 21:10:00,Delivered
857,4,44,2026-02-01 16:50:00,Delivered
858,2,56,2026-02-09 15:20:00,Cancelled
859,1,134,2026-02-25 15:50:00,Delivered
860,5,2,2026-03-20 15:00:00,Delivered
861,6,17,2026-03-28 21:10:00,Delivered
862,5,28,2026-02-12 08:30:00,Delivered
863,2,55,2026-04-12 14:00:00,Delivered
864,4,57,2026-01-04 14:10:00,Delivered
865,4,27,2026-04-16 12:40:00,Cancelled
866,6,35,2026-06-11 19:30:00,Delivered
867,5,150,2026-01-18 13:00:00,Delivered
868,3,61,2026-06-07 20:00:00,Pending
869,2,10,2026-02-21 10:30:00,Delivered
870,2,85,2026-03-15 20:00:00,Delivered
871,6,57,2026-03-05 20:50:00,Delivered
872,6,37,2026-01-18 11:00:00,Delivered
873,1,110,2026-02-22 11:40:00,Cancelled
874,4,52,2026-03-19 12:40:00,Delivered
875,2,124,2026-06-06 19:30:00,Delivered
876,4,79,2026-02-14 12:30:00,Delivered
877,2,40,2026-02-04 19:30:00,Delivered
878,4,102,2026-04-06 15:30:00,Pending
879,1,99,2026-04-15 22:00:00,Delivered
880,4,95,2026-03-31 16:50:00,Cancelled
881,2,123,2026-04-19 19:10:00,Delivered
882,4,38,2026-02-07 12:40:00,Delivered
883,6,99,2026-01-04 09:00:00,Delivered
884,3,78,2026-04-19 10:30:00,Delivered
885,2,102,2026-02-06 12:50:00,Cancelled
886,4,74,2026-06-28 14:40:00,Cancelled
887,2,52,2026-04-26 17:10:00,Delivered
888,1,43,2026-06-10 22:40:00,Delivered
889,4,125,2026-01-08 17:10:00,Cancelled
890,6,150,2026-03-10 20:00:00,Delivered
891,5,69,2026-01-02 14:40:00,Delivered
892,4,15,2026-04-03 18:30:00,Delivered
893,1,136,2026-02-05 08:40:00,Delivered
894,5,106,2026-06-18 21:30:00,Delivered
895,6,84,2026-06-12 13:00:00,Cancelled
896,6,26,2026-04-20 22:30:00,Cancelled
897,1,78,2026-01-09 10:30:00,Cancelled
898,6,23,2026-02-24 10:50:00,Delivered
899,1,35,2026-06-20 15:50:00,Delivered
900,6,98,2026-04-07 22:50:00,Delivered
901,6,30,2026-06-01 22:10:00,Delivered
902,5,49,2026-03-21 08:40:00,Delivered
903,1,138,2026-02-26 09:30:00,Delivered
904,2,9,2026-02-07 17:20:00,Delivered
905,4,75,2026-05-03 18:10:00,Cancelled
906,4,101,2026-01-14 22:10:00,Delivered
907,3,101,2026-04-19 18:30:00,Delivered
908,2,141,2026-03-14 12:50:00,Delivered
909,6,78,2026-05-29 21:00:00,Delivered
910,2,56,2026-05-04 12:10:00,Pending
911,2,97,2026-05-28 09:50:00,Delivered
912,5,87,2026-02-15 08:00:00,Delivered
913,5,45,2026-05-06 12:50:00,Delivered
914,1,30,2026-04-24 13:00:00,Delivered
915,2,6,2026-06-21 22:40:00,Delivered
916,2,26,2026-04-22 12:40:00,Delivered
917,1,101,2026-04-14 21:50:00,Delivered
918,2,47,2026-06-18 22:00:00,Delivered
919,1,22,2026-01-23 16:20:00,Delivered
920,5,76,2026-03-05 12:00:00,Delivered
921,1,12,2026-05-11 11:50:00,Delivered
922,2,142,2026-03-18 21:10:00,Delivered
923,6,42,2026-03-07 12:30:00,Delivered
924,3,50,2026-01-19 18:50:00,Cancelled
925,3,112,2026-04-18 21:10:00,Delivered
926,5,29,2026-01-20 12:00:00,Cancelled
927,4,57,2026-03-12 08:00:00,Delivered
928,5,126,2026-05-15 19:20:00,Delivered
929,4,47,2026-01-13 10:20:00,Delivered
930,2,97,2026-02-09 18:10:00,Delivered
931,4,47,2026-06-05 14:50:00,Delivered
932,1,79,2026-02-28 12:50:00,Delivered
933,3,142,2026-01-15 09:50:00,Delivered
934,2,123,2026-05-11 22:50:00,Delivered
935,1,109,2026-06-07 11:50:00,Cancelled
936,6,135,2026-06-05 15:10:00,Delivered
937,4,98,2026-04-01 08:30:00,Delivered
938,3,68,2026-03-16 12:30:00,Delivered
939,6,132,2026-04-11 11:20:00,Delivered
940,1,90,2026-03-18 13:00:00,Cancelled
941,1,136,2026-04-21 15:10:00,Delivered
942,3,58,2026-02-09 20:50:00,Delivered
943,2,36,2026-06-18 21:30:00,Delivered
944,3,9,2026-04-12 14:50:00,Delivered
945,4,33,2026-04-18 15:40:00,Delivered
946,6,61,2026-03-30 16:00:00,Delivered
947,4,64,2026-03-14 15:00:00,Delivered
948,6,64,2026-01-30 21:20:00,Delivered
949,2,31,2026-06-11 18:10:00,Delivered
950,4,105,2026-01-24 21:00:00,Delivered
951,1,78,2026-05-11 14:50:00,Delivered
952,1,83,2026-02-16 08:00:00,Delivered
953,3,78,2026-03-06 15:20:00,Delivered
954,3,93,2026-06-24 16:10:00,Pending
955,4,23,2026-03-12 11:40:00,Delivered
956,2,50,2026-05-31 22:50:00,Cancelled
957,2,12,2026-02-21 16:50:00,Delivered
958,4,31,2026-05-24 13:20:00,Delivered
959,1,43,2026-05-15 22:40:00,Delivered
960,4,137,2026-02-18 19:30:00,Delivered
961,4,103,2026-05-11 14:40:00,Delivered
962,5,117,2026-06-01 19:00:00,Delivered
963,2,75,2026-02-27 08:40:00,Delivered
964,5,30,2026-06-14 11:10:00,Delivered
965,2,105,2026-05-21 12:50:00,Delivered
966,1,138,2026-03-13 10:20:00,Delivered
967,6,142,2026-03-07 21:50:00,Delivered
968,6,112,2026-04-25 11:50:00,Delivered
969,2,146,2026-04-28 10:10:00,Delivered
970,4,49,2026-02-11 22:10:00,Delivered
971,6,135,2026-06-15 14:00:00,Delivered
972,1,4,2026-04-07 14:00:00,Pending
973,6,4,2026-01-22 12:10:00,Delivered
974,1,52,2026-03-28 21:50:00,Delivered
975,3,140,2026-01-15 16:50:00,Delivered
976,5,107,2026-05-20 12:00:00,Delivered
977,2,91,2026-02-28 14:30:00,Delivered
978,2,27,2026-05-06 10:00:00,Delivered
979,2,110,2026-01-12 17:10:00,Delivered
980,3,90,2026-06-25 12:40:00,Delivered
981,6,38,2026-01-01 21:10:00,Delivered
982,4,72,2026-01-18 09:40:00,Delivered
983,3,82,2026-02-16 20:30:00,Delivered
984,4,138,2026-04-09 14:40:00,Delivered
985,6,57,2026-05-28 20:50:00,Cancelled
986,3,143,2026-01-01 11:00:00,Delivered
987,2,142,2026-02-05 12:30:00,Delivered
988,6,37,2026-02-05 09:50:00,Delivered
989,6,149,2026-01-14 19:00:00,Delivered
990,4,39,2026-01-20 08:40:00,Pending
991,4,87,2026-06-28 12:30:00,Delivered
992,1,45,2026-02-09 08:50:00,Delivered
993,3,147,2026-04-27 16:50:00,Delivered
994,2,103,2026-04-07 10:50:00,Delivered
995,5,20,2026-02-17 21:50:00,Cancelled
996,3,28,2026-06-15 14:10:00,Delivered
997,3,42,2026-03-27 08:10:00,Delivered
998,2,142,2026-06-02 08:20:00,Delivered
999,1,145,2026-01-22 17:40:00,Delivered
1000,3,73,2026-01-24 12:00:00,Delivered
1001,1,85,2026-02-03 19:50:00,Delivered
1002,4,10,2026-01-07 17:30:00,Delivered
1003,2,56,2026-06-10 09:50:00,Cancelled
1004,3,115,2026-06-05 18:40:00,Delivered
1005,2,20,2026-06-24 14:10:00,Delivered
1006,3,42,2026-04-27 13:10:00,Delivered
1007,3,114,2026-04-28 12:30:00,Delivered
1008,4,105,2026-04-04 21:20:00,Delivered
1009,6,106,2026-03-22 13:00:00,Delivered
1010,1,40,2026-06-29 21:40:00,Delivered
1011,6,24,2026-04-10 21:30:00,Delivered
1012,2,103,2026-04-12 20:30:00,Delivered
1013,6,122,2026-06-04 15:10:00,Delivered
1014,5,9,2026-06-13 11:20:00,Delivered
1015,3,46,2026-06-25 14:20:00,Delivered
1016,4,108,2026-03-18 21:50:00,Delivered
1017,3,77,2026-01-24 22:30:00,Delivered
1018,6,112,2026-05-18 19:10:00,Delivered
1019,6,82,2026-06-07 10:20:00,Delivered
1020,4,68,2026-01-30 20:50:00,Delivered
1021,5,25,2026-06-12 15:50:00,Delivered
1022,2,90,2026-02-12 17:30:00,Delivered
1023,3,129,2026-04-04 08:20:00,Delivered
1024,4,110,2026-03-27 09:10:00,Delivered
1025,6,112,2026-04-22 14:20:00,Delivered
1026,1,128,2026-01-05 17:30:00,Pending
1027,6,75,2026-05-09 17:00:00,Delivered
1028,1,90,2026-01-30 11:30:00,Delivered
1029,4,62,2026-06-18 12:20:00,Delivered
1030,4,62,2026-03-27 10:40:00,Delivered
1031,2,104,2026-06-12 14:50:00,Delivered
1032,6,148,2026-02-02 16:00:00,Delivered
1033,6,40,2026-01-07 14:00:00,Delivered
1034,2,117,2026-01-07 19:50:00,Delivered
1035,6,97,2026-05-18 21:10:00,Processing
1036,1,29,2026-01-06 18:40:00,Delivered
1037,1,20,2026-03-14 12:10:00,Delivered
1038,1,54,2026-01-19 15:50:00,Cancelled
1039,6,9,2026-02-15 18:40:00,Delivered
1040,3,32,2026-02-10 16:50:00,Delivered
1041,2,94,2026-05-13 16:10:00,Delivered
1042,2,69,2026-01-22 19:50:00,Delivered
1043,4,50,2026-05-07 14:40:00,Delivered
1044,5,80,2026-04-11 09:40:00,Delivered
1045,3,28,2026-06-02 19:20:00,Delivered
1046,5,65,2026-02-12 22:00:00,Delivered
1047,4,48,2026-02-16 20:20:00,Delivered
1048,1,3,2026-04-06 10:20:00,Delivered
1049,2,144,2026-04-30 17:20:00,Delivered
1050,1,147,2026-06-05 22:50:00,Delivered
1051,1,32,2026-01-12 12:30:00,Delivered
1052,3,5,2026-03-02 17:00:00,Delivered
1053,1,137,2026-02-03 21:30:00,Delivered
1054,1,107,2026-01-05 09:30:00,Cancelled
1055,1,101,2026-03-22 15:40:00,Delivered
1056,2,27,2026-01-13 21:00:00,Delivered
1057,3,12,2026-06-26 21:00:00,Delivered
1058,5,98,2026-03-09 13:50:00,Delivered
1059,5,106,2026-02-02 13:10:00,Delivered
1060,4,58,2026-03-13 13:50:00,Delivered
1061,6,20,2026-06-15 19:10:00,Delivered
1062,2,136,2026-05-05 09:20:00,Delivered
1063,4,116,2026-02-03 11:20:00,Delivered
1064,3,148,2026-04-19 10:50:00,Delivered
1065,2,5,2026-01-28 19:00:00,Delivered
1066,3,31,2026-05-16 15:20:00,Delivered
1067,5,111,2026-02-24 10:30:00,Delivered
1068,4,50,2026-06-16 14:50:00,Delivered
1069,5,111,2026-05-16 17:30:00,Delivered
1070,1,10,2026-01-29 11:00:00,Delivered
1071,4,101,2026-06-08 19:50:00,Delivered
1072,2,44,2026-06-27 12:30:00,Delivered
1073,6,123,2026-01-25 10:40:00,Pending
1074,2,4,2026-02-17 13:30:00,Delivered
1075,4,150,2026-01-03 17:20:00,Delivered
1076,2,38,2026-02-28 16:40:00,Processing
1077,6,90,2026-03-27 15:30:00,Delivered
1078,3,133,2026-04-01 12:50:00,Processing
1079,6,37,2026-04-16 21:10:00,Delivered
1080,6,28,2026-02-19 22:30:00,Delivered
1081,2,11,2026-04-17 12:20:00,Delivered
1082,4,38,2026-03-15 09:00:00,Delivered
1083,4,74,2026-06-20 10:20:00,Delivered
1084,3,2,2026-02-01 08:30:00,Delivered
1085,6,144,2026-03-14 20:40:00,Delivered
1086,1,75,2026-02-20 14:40:00,Delivered
1087,6,99,2026-03-05 20:50:00,Delivered
1088,5,36,2026-06-23 22:20:00,Cancelled
1089,1,77,2026-02-21 12:20:00,Delivered
1090,6,92,2026-06-27 13:40:00,Delivered
1091,5,78,2026-01-23 20:10:00,Delivered
1092,6,2,2026-04-11 10:30:00,Delivered
1093,6,85,2026-03-16 17:30:00,Delivered
1094,1,53,2026-05-11 19:50:00,Delivered
1095,3,80,2026-06-22 18:10:00,Cancelled
1096,1,1,2026-06-26 11:00:00,Delivered
1097,4,7,2026-03-05 11:00:00,Delivered
1098,6,113,2026-05-20 12:40:00,Delivered
1099,2,62,2026-06-12 08:10:00,Delivered
1100,3,71,2026-01-26 17:30:00,Delivered
1101,5,78,2026-05-25 14:00:00,Delivered
1102,5,54,2026-02-10 13:40:00,Delivered
1103,6,36,2026-05-25 13:30:00,Delivered
1104,5,130,2026-06-05 18:10:00,Processing
1105,1,12,2026-06-08 21:30:00,Delivered
1106,4,83,2026-05-08 22:50:00,Pending
1107,1,16,2026-04-09 20:30:00,Delivered
1108,2,83,2026-06-11 21:00:00,Delivered
1109,3,58,2026-05-06 15:50:00,Delivered
1110,6,25,2026-05-30 08:50:00,Delivered
1111,5,140,2026-04-03 20:30:00,Delivered
1112,5,91,2026-02-23 17:30:00,Delivered
1113,5,21,2026-04-07 21:00:00,Delivered
1114,3,65,2026-03-26 08:10:00,Delivered
1115,5,129,2026-03-03 21:40:00,Delivered
1116,4,67,2026-01-08 08:20:00,Delivered
1117,2,127,2026-06-19 22:00:00,Delivered
1118,5,21,2026-04-17 17:50:00,Delivered
1119,4,78,2026-06-16 13:30:00,Delivered
1120,4,5,2026-02-20 16:40:00,Delivered
1121,5,95,2026-01-30 15:00:00,Delivered
1122,1,59,2026-03-01 09:40:00,Delivered
1123,1,15,2026-03-05 21:00:00,Delivered
1124,4,123,2026-03-16 10:40:00,Delivered
1125,2,127,2026-01-20 12:40:00,Cancelled
1126,3,82,2026-06-17 11:40:00,Cancelled
1127,4,72,2026-04-16 19:40:00,Delivered
1128,3,37,2026-05-22 11:00:00,Delivered
1129,3,72,2026-01-06 15:00:00,Delivered
1130,1,58,2026-04-08 14:30:00,Delivered
1131,1,87,2026-05-19 20:20:00,Delivered
1132,6,15,2026-04-22 21:30:00,Delivered
1133,4,120,2026-05-13 12:10:00,Pending
1134,5,76,2026-03-12 09:10:00,Delivered
1135,3,146,2026-06-05 08:00:00,Delivered
1136,3,123,2026-01-03 15:00:00,Delivered
1137,5,81,2026-03-12 22:40:00,Delivered
1138,2,30,2026-06-08 18:00:00,Delivered
1139,5,82,2026-05-10 21:30:00,Delivered
1140,5,12,2026-06-23 21:20:00,Delivered
1141,1,61,2026-04-24 09:40:00,Delivered
1142,2,7,2026-04-20 22:20:00,Delivered
1143,3,12,2026-06-09 08:10:00,Delivered
1144,5,131,2026-02-24 20:20:00,Delivered
1145,1,20,2026-02-08 14:50:00,Delivered
1146,3,50,2026-05-14 15:20:00,Delivered
1147,4,105,2026-01-30 19:10:00,Delivered
1148,6,124,2026-05-10 09:20:00,Delivered
1149,2,105,2026-02-02 22:40:00,Cancelled
1150,4,108,2026-03-22 09:00:00,Delivered
1151,1,43,2026-02-16 22:30:00,Delivered
1152,2,132,2026-06-26 10:00:00,Delivered
1153,3,28,2026-03-17 09:20:00,Cancelled
1154,6,116,2026-04-01 15:30:00,Pending
1155,5,95,2026-02-08 22:00:00,Cancelled
