order_id,product_id,quantity,unit_price,line_total
555,11,2,55,110
556,6,1,38,38
556,9,1,30,30
557,18,1,125,125
557,11,3,55,165
557,9,2,30,60
558,18,1,125,125
558,15,1,165,165
558,2,2,35,70
559,13,3,320,960
559,6,3,38,114
559,20,3,120,360
559,19,2,160,320
560,15,3,165,495
561,22,2,155,310
561,21,1,180,180
561,15,1,165,165
562,22,2,155,310
562,11,2,55,110
563,15,3,165,495
563,6,3,38,114
563,10,1,35,35
563,12,3,110,330
564,10,3,35,105
565,18,2,125,250
565,6,2,38,76
566,18,3,125,375
566,8,3,45,135
566,6,1,38,38
567,15,1,165,165
568,11,1,55,55
568,16,1,145,145
568,21,1,180,180
568,22,1,155,155
569,15,2,165,330
569,18,2,125,250
570,10,2,35,70
570,19,2,160,320
570,22,3,155,465
571,10,2,35,70
571,2,3,35,105
572,1,3,45,135
572,8,3,45,135
572,14,2,280,560
573,18,2,125,250
573,7,1,42,42
573,22,1,155,155
573,6,3,38,114
574,5,1,55,55
574,1,3,45,135
575,5,3,55,165
576,15,2,165,330
576,17,3,190,570
577,19,2,160,320
578,2,3,35,105
578,19,2,160,320
578,16,1,145,145
579,15,3,165,495
579,17,3,190,570
579,3,1,40,40
580,20,3,120,360
580,2,1,35,35
580,11,2,55,110
581,10,3,35,105
581,6,3,38,114
581,2,3,35,105
582,19,2,160,320
582,6,3,38,114
582,2,3,35,105
582,22,1,155,155
583,9,2,30,60
583,5,2,55,110
583,20,2,120,240
584,22,2,155,310
584,15,1,165,165
585,11,1,55,55
586,8,1,45,45
586,22,1,155,155
586,15,3,165,495
586,21,3,180,540
587,15,2,165,330
587,13,2,320,640
588,16,2,145,290
588,9,1,30,30
588,5,2,55,110
588,17,2,190,380
589,14,2,280,560
589,20,2,120,240
589,21,2,180,360
590,22,3,155,465
590,8,2,45,90
590,19,3,160,480
590,7,3,42,126
591,14,1,280,280
592,9,1,30,30
592,7,3,42,126
592,2,1,35,35
593,3,3,40,120
594,6,2,38,76
595,22,1,155,155
595,11,2,55,110
595,9,1,30,30
595,6,2,38,76
596,3,2,40,80
596,16,1,145,145
596,7,3,42,126
596,20,2,120,240
597,15,3,165,495
598,15,1,165,165
598,1,3,45,135
598,16,3,145,435
599,11,3,55,165
599,13,1,320,320
600,18,1,125,125
601,11,2,55,110
601,22,1,155,155
601,10,3,35,105
602,10,3,35,105
602,21,1,180,180
602,7,2,42,84
602,6,3,38,114
603,16,2,145,290
603,3,3,40,120
603,21,1,180,180
604,3,2,40,80
604,18,3,125,375
604,21,2,180,360
604,10,1,35,35
605,7,3,42,126
606,3,3,40,120
606,2,1,35,35
607,1,3,45,135
607,6,1,38,38
608,4,1,78,78
609,11,3,55,165
609,22,3,155,465
609,13,3,320,960
609,4,1,78,78
610,4,2,78,156
611,15,3,165,495
611,8,1,45,45
612,1,1,45,45
612,16,1,145,145
613,5,3,55,165
613,7,2,42,84
613,21,2,180,360
613,9,1,30,30
614,20,2,120,240
614,3,2,40,80
614,21,1,180,180
614,10,3,35,105
615,18,2,125,250
615,17,3,190,570
615,8,3,45,135
616,16,1,145,145
616,6,3,38,114
616,22,2,155,310
616,2,2,35,70
617,2,3,35,105
618,8,3,45,135
619,8,1,45,45
619,4,1,78,78
619,11,1,55,55
620,19,1,160,160
620,16,1,145,145
620,2,3,35,105
620,14,2,280,560
621,21,2,180,360
621,12,1,110,110
622,5,2,55,110
622,4,2,78,156
622,15,1,165,165
623,19,1,160,160
623,18,1,125,125
624,15,3,165,495
624,9,1,30,30
624,1,1,45,45
624,14,2,280,560
625,14,1,280,280
626,16,1,145,145
626,4,3,78,234
626,15,1,165,165
626,8,3,45,135
627,1,2,45,90
628,15,2,165,330
629,21,3,180,540
629,1,2,45,90
629,3,3,40,120
629,13,1,320,320
630,22,3,155,465
630,3,2,40,80
631,12,2,110,220
631,15,2,165,330
631,20,1,120,120
631,2,3,35,105
632,8,3,45,135
632,18,2,125,250
632,4,3,78,234
633,9,2,30,60
633,17,2,190,380
633,22,1,155,155
634,16,3,145,435
635,22,2,155,310
635,3,1,40,40
635,7,1,42,42
636,9,3,30,90
636,4,1,78,78
637,22,2,155,310
637,18,2,125,250
637,5,2,55,110
637,16,3,145,435
638,17,2,190,380
638,21,2,180,360
639,15,2,165,330
639,10,1,35,35
639,19,2,160,320
639,5,1,55,55
640,15,1,165,165
640,6,3,38,114
640,20,3,120,360
641,4,2,78,156
641,2,3,35,105
642,22,2,155,310
643,4,2,78,156
643,1,1,45,45
643,13,2,320,640
644,21,2,180,360
644,10,3,35,105
644,16,3,145,435
645,16,1,145,145
646,20,1,120,120
646,8,2,45,90
646,15,1,165,165
646,12,3,110,330
647,7,3,42,126
647,1,2,45,90
647,3,3,40,120
648,20,3,120,360
648,17,2,190,380
648,2,2,35,70
649,10,2,35,70
650,14,3,280,840
650,15,2,165,330
650,10,3,35,105
650,6,2,38,76
651,10,3,35,105
651,16,2,145,290
652,21,3,180,540
652,9,2,30,60
652,14,3,280,840
652,6,3,38,114
653,2,3,35,105
653,10,3,35,105
653,19,2,160,320
653,16,1,145,145
654,4,2,78,156
654,21,1,180,180
654,22,2,155,310
654,10,3,35,105
655,20,3,120,360
656,4,1,78,78
656,12,2,110,220
656,17,1,190,190
656,19,3,160,480
657,2,2,35,70
657,9,2,30,60
658,17,1,190,190
659,11,2,55,110
659,22,3,155,465
659,10,3,35,105
660,1,3,45,135
660,5,2,55,110
661,7,1,42,42
662,14,2,280,560
663,12,3,110,330
663,5,3,55,165
663,15,2,165,330
664,5,2,55,110
664,8,1,45,45
665,16,2,145,290
666,16,1,145,145
667,4,3,78,234
668,5,3,55,165
669,17,1,190,190
669,19,1,160,160
670,10,3,35,105
670,6,1,38,38
671,15,1,165,165
671,22,1,155,155
672,4,1,78,78
672,11,2,55,110
672,15,2,165,330
672,17,3,190,570
673,4,3,78,234
673,13,3,320,960
673,10,2,35,70
673,15,3,165,495
674,3,3,40,120
674,16,2,145,290
675,17,1,190,190
675,22,2,155,310
675,3,2,40,80
675,4,3,78,234
676,11,3,55,165
676,7,2,42,84
677,21,2,180,360
677,13,3,320,960
677,12,3,110,330
678,4,3,78,234
678,9,1,30,30
678,16,1,145,145
678,8,1,45,45
679,20,2,120,240
679,22,3,155,465
679,11,3,55,165
679,5,1,55,55
680,22,2,155,310
680,16,3,145,435
680,17,2,190,380
681,15,1,165,165
681,11,1,55,55
681,13,3,320,960
681,2,3,35,105
682,10,2,35,70
682,13,1,320,320
683,16,1,145,145
683,18,2,125,250
683,6,2,38,76
683,17,2,190,380
684,11,3,55,165
684,2,1,35,35
684,1,1,45,45
685,13,2,320,640
685,4,2,78,156
685,14,2,280,560
686,19,1,160,160
686,3,2,40,80
686,10,1,35,35
687,19,1,160,160
687,17,3,190,570
687,14,2,280,560
687,9,3,30,90
688,16,1,145,145
689,6,2,38,76
689,20,2,120,240
689,10,1,35,35
690,2,2,35,70
690,10,1,35,35
690,19,3,160,480
691,19,3,160,480
692,17,3,190,570
692,10,3,35,105
692,14,2,280,560
693,1,3,45,135
693,21,3,180,540
694,19,1,160,160
694,21,2,180,360
694,2,2,35,70
694,17,1,190,190
695,11,2,55,110
695,3,2,40,80
695,21,2,180,360
695,7,3,42,126
696,4,1,78,78
696,5,1,55,55
697,14,1,280,280
697,21,2,180,360
697,2,1,35,35
697,7,1,42,42
698,16,1,145,145
699,12,3,110,330
699,22,1,155,155
699,3,1,40,40
699,13,1,320,320
700,16,3,145,435
700,3,1,40,40
700,8,2,45,90
701,14,1,280,280
701,7,1,42,42
702,16,3,145,435
703,22,2,155,310
703,8,2,45,90
703,9,3,30,90
703,5,2,55,110
704,22,1,155,155
705,18,1,125,125
706,8,2,45,90
707,2,2,35,70
707,9,3,30,90
707,3,2,40,80
707,16,2,145,290
708,12,2,110,220
709,2,3,35,105
710,7,3,42,126
710,21,1,180,180
710,10,1,35,35
710,11,1,55,55
711,11,2,55,110
711,15,1,165,165
711,16,3,145,435
711,5,3,55,165
712,6,1,38,38
712,13,1,320,320
712,19,1,160,160
713,7,2,42,84
713,9,3,30,90
713,6,2,38,76
713,2,3,35,105
714,1,3,45,135
715,7,2,42,84
715,9,3,30,90
716,10,1,35,35
716,22,2,155,310
717,20,1,120,120
717,15,2,165,330
718,5,1,55,55
718,11,3,55,165
718,13,2,320,640
718,22,3,155,465
719,2,2,35,70
720,17,2,190,380
720,20,2,120,240
720,13,3,320,960
721,6,2,38,76
721,17,2,190,380
721,16,1,145,145
722,4,1,78,78
722,11,2,55,110
722,2,2,35,70
723,17,1,190,190
723,11,2,55,110
723,14,3,280,840
724,5,1,55,55
724,2,1,35,35
725,16,1,145,145
726,4,1,78,78
726,5,2,55,110
726,12,1,110,110
726,3,1,40,40
727,17,3,190,570
728,11,1,55,55
729,11,1,55,55
730,20,2,120,240
730,22,1,155,155
730,1,3,45,135
731,2,2,35,70
731,21,2,180,360
732,9,1,30,30
732,6,1,38,38
732,8,1,45,45
732,13,1,320,320
733,16,3,145,435
733,14,3,280,840
733,10,1,35,35
734,15,3,165,495
734,13,3,320,960
734,16,2,145,290
734,9,1,30,30
735,3,2,40,80
735,2,3,35,105
735,17,1,190,190
735,11,3,55,165
736,10,2,35,70
737,8,2,45,90
737,17,3,190,570
737,14,1,280,280
738,14,3,280,840
738,4,3,78,234
738,15,2,165,330
738,22,2,155,310
739,6,2,38,76
739,13,3,320,960
739,2,2,35,70
739,3,2,40,80
740,11,1,55,55
740,6,1,38,38
740,7,3,42,126
741,1,2,45,90
742,22,3,155,465
742,20,3,120,360
742,16,2,145,290
742,10,3,35,105
743,5,1,55,55
743,1,1,45,45
744,21,2,180,360
744,8,3,45,135
745,14,1,280,280
745,1,3,45,135
745,4,3,78,234
745,6,2,38,76
746,10,2,35,70
746,19,1,160,160
747,19,1,160,160
747,20,2,120,240
747,18,2,125,250
747,10,2,35,70
748,17,1,190,190
749,16,2,145,290
749,4,2,78,156
749,20,3,120,360
749,21,2,180,360
750,15,1,165,165
750,8,3,45,135
750,17,3,190,570
751,13,3,320,960
751,14,3,280,840
751,22,2,155,310
752,22,2,155,310
753,16,3,145,435
753,10,1,35,35
753,8,1,45,45
753,7,2,42,84
754,3,2,40,80
755,16,2,145,290
755,9,2,30,60
756,2,2,35,70
757,17,1,190,190
758,15,3,165,495
758,17,1,190,190
758,16,1,145,145
759,14,2,280,560
759,1,2,45,90
759,8,3,45,135
759,16,1,145,145
760,5,2,55,110
760,17,1,190,190
761,1,1,45,45
761,15,3,165,495
761,5,3,55,165
762,14,2,280,560
762,2,1,35,35
763,14,3,280,840
763,13,3,320,960
763,22,2,155,310
764,13,3,320,960
764,15,1,165,165
765,21,2,180,360
765,13,1,320,320
765,7,1,42,42
766,7,3,42,126
766,3,2,40,80
766,17,3,190,570
767,8,3,45,135
767,10,1,35,35
767,14,3,280,840
768,2,3,35,105
769,8,3,45,135
769,19,3,160,480
769,21,3,180,540
770,13,3,320,960
770,17,1,190,190
771,15,3,165,495
771,4,2,78,156
771,5,2,55,110
772,15,2,165,330
772,3,3,40,120
773,9,2,30,60
773,19,2,160,320
773,16,3,145,435
773,21,2,180,360
774,15,3,165,495
774,5,1,55,55
774,17,2,190,380
774,4,2,78,156
775,4,1,78,78
775,12,3,110,330
775,19,1,160,160
775,10,1,35,35
776,5,1,55,55
777,16,1,145,145
777,1,3,45,135
778,19,2,160,320
778,15,2,165,330
778,11,3,55,165
779,22,1,155,155
779,15,3,165,495
779,5,3,55,165
779,11,3,55,165
780,22,2,155,310
781,18,3,125,375
781,21,3,180,540
781,4,1,78,78
782,16,1,145,145
782,17,1,190,190
783,8,2,45,90
783,19,1,160,160
784,11,2,55,110
785,3,1,40,40
785,4,2,78,156
785,18,1,125,125
786,2,2,35,70
786,20,1,120,120
787,5,2,55,110
787,14,2,280,560
787,11,1,55,55
788,4,2,78,156
788,9,3,30,90
788,2,2,35,70
788,11,1,55,55
789,18,1,125,125
789,19,1,160,160
789,22,3,155,465
790,3,1,40,40
790,21,2,180,360
790,17,3,190,570
790,7,1,42,42
791,15,3,165,495
792,20,2,120,240
792,9,2,30,60
792,22,3,155,465
793,10,1,35,35
794,7,3,42,126
794,20,2,120,240
794,17,3,190,570
794,11,2,55,110
795,15,2,165,330
795,20,1,120,120
796,22,1,155,155
797,18,3,125,375
797,3,2,40,80
797,21,3,180,540
797,1,1,45,45
798,1,2,45,90
798,4,2,78,156
799,22,1,155,155
799,12,3,110,330
799,7,3,42,126
800,2,3,35,105
800,9,3,30,90
800,16,3,145,435
801,19,1,160,160
801,17,3,190,570
801,16,1,145,145
802,19,1,160,160
803,7,3,42,126
803,22,3,155,465
803,1,3,45,135
804,21,2,180,360
804,22,2,155,310
804,2,2,35,70
804,11,1,55,55
805,8,1,45,45
806,13,1,320,320
807,3,2,40,80
807,8,2,45,90
807,7,1,42,42
807,6,3,38,114
808,9,2,30,60
808,8,1,45,45
808,4,2,78,156
809,4,1,78,78
809,21,1,180,180
809,15,1,165,165
809,19,1,160,160
810,2,2,35,70
810,10,1,35,35
810,20,1,120,120
810,21,3,180,540
811,20,2,120,240
812,15,2,165,330
812,14,3,280,840
812,20,3,120,360
812,4,1,78,78
813,1,3,45,135
814,12,3,110,330
814,14,3,280,840
814,16,2,145,290
815,19,3,160,480
815,14,2,280,560
815,17,2,190,380
816,20,2,120,240
816,11,1,55,55
816,10,3,35,105
817,14,2,280,560
818,22,3,155,465
818,16,3,145,435
819,20,2,120,240
819,10,1,35,35
819,14,1,280,280
820,8,3,45,135
820,15,1,165,165
821,6,2,38,76
821,1,1,45,45
821,12,3,110,330
821,3,1,40,40
822,2,1,35,35
822,1,2,45,90
822,7,1,42,42
823,6,1,38,38
823,7,1,42,42
824,11,1,55,55
825,17,2,190,380
825,20,3,120,360
826,12,3,110,330
826,11,1,55,55
826,20,1,120,120
826,14,3,280,840
827,2,2,35,70
827,21,1,180,180
828,6,3,38,114
829,6,3,38,114
829,11,2,55,110
829,12,3,110,330
829,17,2,190,380
830,7,1,42,42
831,13,2,320,640
831,19,3,160,480
831,6,1,38,38
831,12,1,110,110
832,15,3,165,495
833,12,2,110,220
833,16,1,145,145
833,11,1,55,55
833,9,2,30,60
834,17,1,190,190
834,18,2,125,250
834,21,1,180,180
835,11,3,55,165
835,7,2,42,84
836,18,1,125,125
836,9,2,30,60
837,16,3,145,435
838,16,3,145,435
838,8,3,45,135
839,11,1,55,55
840,18,3,125,375
840,1,1,45,45
840,12,2,110,220
840,5,3,55,165
841,14,2,280,560
841,22,2,155,310
841,13,3,320,960
841,18,1,125,125
842,13,2,320,640
842,7,1,42,42
842,3,2,40,80
842,18,1,125,125
843,4,3,78,234
843,22,1,155,155
844,7,2,42,84
844,3,2,40,80
845,2,1,35,35
845,12,2,110,220
845,17,2,190,380
845,1,2,45,90
846,13,1,320,320
847,6,3,38,114
847,20,1,120,120
847,19,3,160,480
847,10,3,35,105
848,3,3,40,120
848,13,2,320,640
848,20,3,120,360
848,8,2,45,90
849,12,1,110,110
849,10,2,35,70
849,13,1,320,320
849,20,1,120,120
850,19,2,160,320
850,4,3,78,234
851,7,2,42,84
852,17,2,190,380
853,15,1,165,165
854,13,1,320,320
854,7,2,42,84
854,2,1,35,35
855,3,3,40,120
855,18,2,125,250
855,22,1,155,155
855,8,2,45,90
856,6,2,38,76
857,22,2,155,310
858,22,3,155,465
859,13,3,320,960
860,7,1,42,42
860,8,2,45,90
860,12,1,110,110
860,3,1,40,40
861,22,1,155,155
862,18,3,125,375
862,21,1,180,180
862,7,3,42,126
863,11,2,55,110
863,6,3,38,114
863,1,2,45,90
864,21,1,180,180
864,20,1,120,120
864,12,1,110,110
865,9,3,30,90
865,4,2,78,156
866,21,3,180,540
866,11,2,55,110
867,17,3,190,570
867,21,1,180,180
867,8,1,45,45
867,19,1,160,160
868,8,1,45,45
868,20,2,120,240
868,3,2,40,80
868,2,2,35,70
869,11,1,55,55
869,5,3,55,165
869,9,2,30,60
869,21,3,180,540
870,7,1,42,42
870,18,3,125,375
871,17,3,190,570
871,11,1,55,55
871,6,1,38,38
871,15,2,165,330
872,3,3,40,120
872,6,3,38,114
873,10,2,35,70
873,6,1,38,38
873,7,3,42,126
873,8,1,45,45
874,3,2,40,80
874,12,2,110,220
874,13,2,320,640
874,6,3,38,114
875,14,3,280,840
875,3,1,40,40
875,10,3,35,105
875,20,3,120,360
876,13,2,320,640
876,18,1,125,125
876,20,2,120,240
877,1,3,45,135
878,13,3,320,960
878,16,3,145,435
878,10,1,35,35
879,7,2,42,84
879,14,3,280,840
880,21,2,180,360
881,21,3,180,540
881,22,3,155,465
881,1,3,45,135
882,20,3,120,360
882,19,1,160,160
883,17,1,190,190
884,19,1,160,160
884,10,3,35,105
884,14,3,280,840
884,3,2,40,80
885,1,1,45,45
885,6,1,38,38
885,16,1,145,145
886,6,2,38,76
886,12,1,110,110
886,5,3,55,165
886,7,1,42,42
887,7,2,42,84
887,9,2,30,60
888,3,2,40,80
888,13,1,320,320
888,4,2,78,156
889,1,1,45,45
890,7,3,42,126
891,11,3,55,165
891,20,2,120,240
891,14,2,280,560
891,12,1,110,110
892,4,3,78,234
892,1,2,45,90
892,15,3,165,495
893,12,3,110,330
893,15,3,165,495
894,1,2,45,90
894,21,1,180,180
895,8,3,45,135
895,20,3,120,360
895,16,1,145,145
895,13,2,320,640
896,10,3,35,105
896,20,3,120,360
896,7,3,42,126
896,5,3,55,165
897,6,3,38,114
897,15,3,165,495
897,4,1,78,78
897,16,1,145,145
898,1,2,45,90
898,6,1,38,38
898,11,3,55,165
898,13,2,320,640
899,3,3,40,120
899,11,1,55,55
899,8,3,45,135
899,19,2,160,320
900,8,1,45,45
900,9,1,30,30
900,4,1,78,78
900,10,2,35,70
901,5,3,55,165
901,11,3,55,165
901,13,1,320,320
902,11,3,55,165
902,12,3,110,330
902,22,3,155,465
902,5,3,55,165
903,5,2,55,110
903,10,3,35,105
903,8,2,45,90
904,10,2,35,70
904,17,3,190,570
904,4,3,78,234
905,2,3,35,105
905,11,1,55,55
905,5,3,55,165
905,7,3,42,126
906,1,2,45,90
906,18,2,125,250
907,17,3,190,570
908,5,2,55,110
909,19,2,160,320
909,5,3,55,165
910,21,2,180,360
910,1,3,45,135
911,2,2,35,70
911,4,2,78,156
912,5,1,55,55
912,21,1,180,180
912,13,1,320,320
912,8,2,45,90
913,22,2,155,310
913,3,2,40,80
913,15,3,165,495
913,21,3,180,540
914,16,3,145,435
915,9,2,30,60
915,4,2,78,156
915,19,3,160,480
915,6,3,38,114
916,18,1,125,125
917,3,3,40,120
917,17,3,190,570
917,19,1,160,160
917,18,1,125,125
918,11,3,55,165
918,4,1,78,78
918,2,3,35,105
918,5,1,55,55
919,12,2,110,220
919,18,3,125,375
919,6,1,38,38
920,5,3,55,165
920,19,2,160,320
920,16,3,145,435
920,11,3,55,165
921,7,1,42,42
922,9,2,30,60
922,5,1,55,55
922,20,3,120,360
923,3,3,40,120
923,9,1,30,30
923,22,3,155,465
923,14,1,280,280
924,19,3,160,480
924,22,3,155,465
924,21,1,180,180
925,20,1,120,120
926,3,2,40,80
926,11,2,55,110
926,21,1,180,180
926,12,1,110,110
927,4,1,78,78
928,19,2,160,320
928,10,3,35,105
928,18,1,125,125
929,16,1,145,145
929,19,3,160,480
929,5,3,55,165
929,9,3,30,90
930,2,3,35,105
930,21,1,180,180
930,12,3,110,330
931,15,2,165,330
931,17,2,190,380
931,10,3,35,105
932,3,1,40,40
932,21,1,180,180
932,8,3,45,135
933,14,3,280,840
934,13,1,320,320
935,8,3,45,135
935,22,3,155,465
935,17,1,190,190
936,3,1,40,40
936,12,3,110,330
937,4,1,78,78
937,11,3,55,165
937,22,1,155,155
938,21,3,180,540
939,20,1,120,120
939,16,3,145,435
939,2,2,35,70
939,12,2,110,220
940,13,1,320,320
940,12,1,110,110
941,14,2,280,560
941,4,1,78,78
942,12,3,110,330
942,10,2,35,70
942,14,1,280,280
942,6,2,38,76
943,1,1,45,45
943,12,2,110,220
943,7,1,42,42
943,4,1,78,78
944,16,2,145,290
944,22,1,155,155
945,17,1,190,190
945,13,1,320,320
945,5,1,55,55
945,4,1,78,78
946,14,2,280,560
946,20,2,120,240
946,1,2,45,90
947,17,1,190,190
947,6,2,38,76
948,7,3,42,126
948,16,1,145,145
948,4,1,78,78
948,17,3,190,570
949,2,2,35,70
949,9,1,30,30
949,7,3,42,126
949,5,1,55,55
950,21,2,180,360
950,8,2,45,90
950,11,1,55,55
951,12,1,110,110
951,9,2,30,60
951,14,1,280,280
952,16,1,145,145
952,9,2,30,60
952,20,1,120,120
953,22,1,155,155
954,19,2,160,320
954,17,1,190,190
954,20,3,120,360
955,21,1,180,180
955,20,1,120,120
956,4,2,78,156
956,3,2,40,80
956,18,3,125,375
956,20,2,120,240
957,14,3,280,840
957,18,2,125,250
958,16,2,145,290
959,5,3,55,165
959,10,1,35,35
959,2,3,35,105
960,6,2,38,76
961,7,1,42,42
961,6,3,38,114
961,1,1,45,45
962,10,3,35,105
962,8,1,45,45
962,9,1,30,30
963,9,2,30,60
963,5,1,55,55
964,21,2,180,360
964,20,1,120,120
964,12,3,110,330
965,11,1,55,55
965,2,2,35,70
965,21,1,180,180
966,13,3,320,960
967,8,3,45,135
967,11,3,55,165
967,9,2,30,60
967,7,1,42,42
968,16,2,145,290
968,3,1,40,40
969,21,1,180,180
969,10,2,35,70
970,3,1,40,40
970,14,2,280,560
971,20,1,120,120
972,5,1,55,55
973,18,3,125,375
974,19,2,160,320
974,15,2,165,330
974,6,1,38,38
974,10,1,35,35
975,2,1,35,35
976,8,1,45,45
977,8,3,45,135
977,22,3,155,465
977,13,1,320,320
978,3,1,40,40
978,20,2,120,240
978,11,1,55,55
979,20,2,120,240
979,6,1,38,38
979,22,3,155,465
980,16,2,145,290
980,22,3,155,465
980,12,1,110,110
981,13,3,320,960
981,15,2,165,330
982,11,1,55,55
983,16,2,145,290
983,14,1,280,280
983,20,3,120,360
983,21,1,180,180
984,18,3,125,375
984,8,3,45,135
984,13,2,320,640
984,3,3,40,120
985,8,2,45,90
986,4,2,78,156
986,2,2,35,70
987,7,1,42,42
987,8,3,45,135
988,14,2,280,560
989,20,2,120,240
989,6,1,38,38
989,1,1,45,45
989,5,1,55,55
990,16,3,145,435
990,5,3,55,165
991,10,1,35,35
992,1,2,45,90
992,13,3,320,960
993,8,2,45,90
993,14,1,280,280
993,6,3,38,114
994,8,2,45,90
995,16,2,145,290
995,11,1,55,55
995,21,1,180,180
995,13,2,320,640
996,12,3,110,330
997,3,1,40,40
998,8,2,45,90
999,2,2,35,70
1000,11,3,55,165
1000,13,2,320,640
1001,17,1,190,190
1002,5,2,55,110
1002,22,1,155,155
1003,6,3,38,114
1003,17,3,190,570
1004,10,2,35,70
1004,12,1,110,110
1004,20,3,120,360
1005,4,3,78,234
1005,1,1,45,45
1005,5,2,55,110
1005,10,1,35,35
1006,19,1,160,160
1006,12,1,110,110
1006,3,3,40,120
1007,4,2,78,156
1007,19,1,160,160
1008,15,3,165,495
1008,12,3,110,330
1009,9,3,30,90
1009,22,1,155,155
1009,2,3,35,105
1009,20,1,120,120
1010,13,2,320,640
1010,6,1,38,38
1010,19,1,160,160
1011,15,1,165,165
1011,21,1,180,180
1011,18,3,125,375
1011,4,1,78,78
1012,11,2,55,110
1013,15,1,165,165
1013,2,2,35,70
1013,18,1,125,125
1014,2,1,35,35
1014,12,1,110,110
1014,14,1,280,280
1014,16,1,145,145
1015,3,2,40,80
1015,9,1,30,30
1016,22,1,155,155
1016,9,1,30,30
1017,12,2,110,220
1017,14,2,280,560
1018,1,1,45,45
1018,18,3,125,375
1018,20,3,120,360
1018,7,3,42,126
1019,15,2,165,330
1019,5,2,55,110
1020,15,1,165,165
1021,7,3,42,126
1021,14,3,280,840
1022,22,1,155,155
1022,19,2,160,320
1023,21,2,180,360
1023,15,3,165,495
1023,14,2,280,560
1023,12,3,110,330
1024,18,1,125,125
1024,20,3,120,360
1025,20,1,120,120
1025,4,1,78,78
1025,3,3,40,120
1026,21,2,180,360
1027,8,3,45,135
1027,15,2,165,330
1028,21,1,180,180
1028,13,3,320,960
1028,1,2,45,90
1028,12,2,110,220
1029,2,3,35,105
1029,1,3,45,135
1029,5,3,55,165
1029,12,2,110,220
1030,7,1,42,42
1030,20,3,120,360
1030,21,2,180,360
1030,13,1,320,320
1031,14,1,280,280
1031,8,3,45,135
1032,18,1,125,125
1032,6,1,38,38
1032,11,1,55,55
1033,19,2,160,320
1034,6,1,38,38
1034,8,2,45,90
1034,21,1,180,180
1035,22,1,155,155
1035,2,1,35,35
1035,9,3,30,90
1036,4,1,78,78
1037,7,2,42,84
1037,13,1,320,320
1037,4,2,78,156
1038,13,1,320,320
1038,11,1,55,55
1038,21,2,180,360
1038,15,1,165,165
1039,12,3,110,330
1039,16,3,145,435
1039,20,1,120,120
1040,18,1,125,125
1041,1,1,45,45
1041,11,1,55,55
1042,7,3,42,126
1042,3,2,40,80
1042,12,2,110,220
1042,18,3,125,375
1043,7,3,42,126
1043,22,2,155,310
1044,16,2,145,290
1044,14,2,280,560
1045,14,2,280,560
1045,7,3,42,126
1045,19,1,160,160
1045,12,2,110,220
1046,10,2,35,70
1046,20,2,120,240
1046,21,1,180,180
1046,17,1,190,190
1047,3,3,40,120
1047,7,2,42,84
1048,11,1,55,55
1049,10,1,35,35
1049,20,1,120,120
1049,7,3,42,126
1049,17,2,190,380
1050,22,1,155,155
1050,14,1,280,280
1050,11,2,55,110
1050,7,2,42,84
1051,20,3,120,360
1051,11,2,55,110
1052,15,2,165,330
1053,11,3,55,165
1054,9,2,30,60
1054,11,1,55,55
1054,12,3,110,330
1055,16,3,145,435
1055,21,1,180,180
1055,4,1,78,78
1055,12,1,110,110
1056,8,3,45,135
1056,6,2,38,76
1056,3,3,40,120
1056,7,1,42,42
1057,10,1,35,35
1058,5,2,55,110
1058,19,1,160,160
1059,22,3,155,465
1059,4,2,78,156
1059,17,3,190,570
1059,8,2,45,90
1060,10,3,35,105
1060,3,1,40,40
1060,12,3,110,330
1061,2,1,35,35
1061,7,2,42,84
1061,1,2,45,90
1061,22,1,155,155
1062,10,1,35,35
1062,15,3,165,495
1062,21,1,180,180
1063,13,1,320,320
1063,7,2,42,84
1064,5,2,55,110
1065,9,2,30,60
1065,1,3,45,135
1066,12,2,110,220
1067,2,2,35,70
1067,15,1,165,165
1067,9,1,30,30
1068,13,3,320,960
1068,6,2,38,76
1069,21,1,180,180
1070,8,1,45,45
1070,3,2,40,80
1070,18,1,125,125
1071,8,3,45,135
1072,21,2,180,360
1072,10,3,35,105
1072,20,1,120,120
1073,8,3,45,135
1073,6,1,38,38
1073,11,1,55,55
1074,14,2,280,560
1074,11,1,55,55
1074,1,1,45,45
1074,6,3,38,114
1075,8,1,45,45
1075,16,3,145,435
1075,4,3,78,234
1075,2,2,35,70
1076,4,2,78,156
1077,22,2,155,310
1077,16,2,145,290
1077,9,1,30,30
1078,4,3,78,234
1078,9,3,30,90
1078,22,1,155,155
1078,17,1,190,190
1079,1,2,45,90
1079,8,1,45,45
1079,19,3,160,480
1079,14,1,280,280
1080,17,2,190,380
1080,6,2,38,76
1080,9,2,30,60
1080,22,3,155,465
1081,20,2,120,240
1081,4,3,78,234
1081,14,2,280,560
1082,17,3,190,570
1082,10,3,35,105
1083,1,1,45,45
1083,15,2,165,330
1083,2,3,35,105
1084,22,2,155,310
1084,1,1,45,45
1084,2,2,35,70
1085,9,1,30,30
1086,16,2,145,290
1087,4,2,78,156
1087,9,1,30,30
1087,10,3,35,105
1087,20,2,120,240
1088,9,2,30,60
1088,5,3,55,165
1089,18,1,125,125
1089,6,1,38,38
1089,13,3,320,960
1089,14,2,280,560
1090,14,3,280,840
